Time, Sample Count, Green Count, Green2 Count, IR Count, Red Count, X Axis Acceleration (g), Y Axis Acceleration (g), Z Axis Acceleration (g), Operating Mode, Heart Rate (bpm), HR Confidence (%), RR, RR Confidence (%), Activity, R Value, SpO2 Confidence (%), SpO2 (%), SpO2 Percent Complete, Low Signal Quality, Motion Flag, WSPO2 Low Pi, Unreliable R, SpO2 State, SCD State, SAMPLE Time
2022-11-01 15:14:43.779,47,159418,130827,62973,54095,-0.052,-0.132,0.986,0,61,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54883
2022-11-01 15:14:43.827,48,159418,130822,62989,54114,-0.05,-0.137,0.986,0,61,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54883
2022-11-01 15:14:43.873,49,159419,130817,62973,54096,-0.054,-0.132,0.986,0,61,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54883
2022-11-01 15:14:43.903,50,159456,130845,62963,54083,-0.05,-0.136,0.986,0,61,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54883
2022-11-01 15:14:43.934,51,159523,130897,62966,54078,-0.053,-0.134,0.986,0,61,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54883
2022-11-01 15:14:43.980,52,159619,130979,62977,54088,-0.05,-0.134,0.985,0,61,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54883
2022-11-01 15:14:44.012,53,159727,131075,62988,54093,-0.051,-0.134,0.985,0,61,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54883
2022-11-01 15:14:44.060,54,159850,131174,63009,54108,-0.051,-0.135,0.987,0,62,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54883
2022-11-01 15:14:44.105,55,159969,131270,63021,54118,-0.049,-0.133,0.987,0,62,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54883
2022-11-01 15:14:44.137,56,160080,131366,63032,54127,-0.052,-0.135,0.986,0,62,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54883
2022-11-01 15:14:44.182,57,160190,131454,63046,54140,-0.051,-0.134,0.987,0,62,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54884
2022-11-01 15:14:44.214,58,160190,131442,63067,54184,-0.047,-0.135,0.987,0,62,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54884
2022-11-01 15:14:44.260,59,159964,131228,63093,54237,-0.052,-0.133,0.987,0,63,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54884
2022-11-01 15:14:44.306,60,159682,130959,63041,54189,-0.05,-0.135,0.986,0,63,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54884
2022-11-01 15:14:44.337,61,159499,130789,62956,54098,-0.051,-0.134,0.985,0,63,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54884
2022-11-01 15:14:44.383,62,159438,130724,62922,54060,-0.048,-0.134,0.985,0,63,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54884
2022-11-01 15:14:44.415,63,159420,130702,62918,54052,-0.052,-0.131,0.985,0,64,0,695.2,100,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54884
2022-11-01 15:14:44.462,64,159455,130723,62929,54058,-0.051,-0.136,0.987,0,64,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54884
2022-11-01 15:14:44.493,65,159477,130734,62938,54069,-0.049,-0.132,0.986,0,64,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54884
2022-11-01 15:14:44.539,66,159473,130716,62948,54085,-0.049,-0.135,0.986,0,64,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54884
2022-11-01 15:14:44.585,67,159442,130664,62954,54092,-0.052,-0.134,0.985,0,65,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54884
2022-11-01 15:14:44.616,68,159438,130643,62945,54081,-0.051,-0.135,0.986,0,65,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54884
2022-11-01 15:14:44.662,69,159469,130649,62937,54067,-0.049,-0.134,0.986,0,65,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54884
2022-11-01 15:14:44.693,70,159544,130696,62948,54076,-0.05,-0.134,0.986,0,65,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54884
2022-11-01 15:14:44.739,71,159635,130753,62963,54083,-0.05,-0.134,0.986,0,66,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54884
2022-11-01 15:14:44.785,72,159750,130833,62979,54100,-0.05,-0.134,0.986,0,66,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54884
2022-11-01 15:14:44.816,73,159860,130909,62993,54111,-0.052,-0.133,0.987,0,66,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54884
2022-11-01 15:14:44.863,74,159967,130983,63014,54133,-0.049,-0.134,0.987,0,66,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54884
2022-11-01 15:14:44.897,75,160072,131050,63026,54139,-0.054,-0.134,0.986,0,67,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54884
2022-11-01 15:14:44.941,76,160172,131108,63045,54158,-0.051,-0.135,0.986,0,67,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54884
2022-11-01 15:14:44.987,77,160131,131043,63069,54209,-0.049,-0.133,0.985,0,67,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54884
2022-11-01 15:14:45.017,78,159866,130757,63097,54263,-0.051,-0.135,0.986,0,67,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54884
2022-11-01 15:14:45.065,79,159585,130452,63035,54210,-0.052,-0.133,0.987,0,67,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54884
2022-11-01 15:14:45.100,80,159415,130259,62976,54140,-0.049,-0.134,0.986,0,68,0,685.8,100,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54884
2022-11-01 15:14:45.143,81,159347,130171,62947,54106,-0.048,-0.132,0.986,0,68,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54884
2022-11-01 15:14:45.174,82,159329,130123,62954,54110,-0.053,-0.133,0.987,0,68,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54885
2022-11-01 15:14:45.221,83,159357,130133,62963,54119,-0.05,-0.135,0.986,0,68,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54885
2022-11-01 15:14:45.273,84,159379,130134,62969,54128,-0.047,-0.133,0.986,0,68,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54885
2022-11-01 15:14:45.300,85,159379,130099,62993,54150,-0.052,-0.135,0.986,0,69,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54885
2022-11-01 15:14:45.362,86,159351,130043,63001,54162,-0.049,-0.134,0.986,0,69,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54885
2022-11-01 15:14:45.378,87,159346,130004,62979,54141,-0.051,-0.134,0.986,0,69,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54885
2022-11-01 15:14:45.424,88,159388,130015,62983,54143,-0.05,-0.135,0.986,0,69,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54885
2022-11-01 15:14:45.459,89,159460,130048,62987,54143,-0.05,-0.133,0.986,0,69,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54885
2022-11-01 15:14:45.501,90,159556,130102,63000,54153,-0.051,-0.134,0.987,0,69,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54885
2022-11-01 15:14:45.532,91,159660,130164,63021,54168,-0.051,-0.134,0.987,0,69,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54885
2022-11-01 15:14:45.585,92,159767,130239,63034,54182,-0.052,-0.133,0.986,0,69,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54885
2022-11-01 15:14:45.617,93,159883,130316,63064,54207,-0.048,-0.133,0.986,0,70,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54885
2022-11-01 15:14:45.659,94,159994,130387,63077,54219,-0.052,-0.131,0.986,0,70,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54885
2022-11-01 15:14:45.705,95,160106,130464,63109,54254,-0.05,-0.134,0.986,0,70,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54885
2022-11-01 15:14:45.737,96,160084,130414,63152,54312,-0.05,-0.132,0.986,0,70,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54885
2022-11-01 15:14:45.797,97,159835,130138,63195,54382,-0.051,-0.135,0.986,0,70,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54885
2022-11-01 15:14:45.829,98,159534,129817,63147,54345,-0.051,-0.134,0.986,0,70,0,698.5,100,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54885
2022-11-01 15:14:45.874,99,159346,129611,63079,54273,-0.049,-0.133,0.986,0,70,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54885
2022-11-01 15:14:45.906,100,159277,129526,63048,54235,-0.048,-0.134,0.985,0,71,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54885
2022-11-01 15:14:45.950,101,159262,129492,63051,54237,-0.054,-0.135,0.987,0,71,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54885
2022-11-01 15:14:45.982,102,159292,129500,63060,54237,-0.049,-0.136,0.987,0,71,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54885
2022-11-01 15:14:46.013,103,159322,129513,63061,54237,-0.047,-0.133,0.985,0,71,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54885
2022-11-01 15:14:46.059,104,159316,129490,63082,54261,-0.05,-0.137,0.985,0,71,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54885
2022-11-01 15:14:46.106,105,159299,129445,63068,54251,-0.049,-0.132,0.986,0,71,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54885
2022-11-01 15:14:46.137,106,159310,129430,63039,54218,-0.053,-0.134,0.987,0,71,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54885
2022-11-01 15:14:46.184,107,159355,129454,63041,54210,-0.052,-0.135,0.986,0,71,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54886
2022-11-01 15:14:46.215,108,159420,129482,63037,54210,-0.052,-0.135,0.986,0,72,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54886
2022-11-01 15:14:46.260,109,159510,129542,63057,54218,-0.051,-0.134,0.985,0,72,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54886
